well_id,name,sRANumber,location_id
1355,689,689,779
1356,6892,6892,676
1357,690,690,128
1358,691,691,696
1359,7,7,1015
1360,7-S,7-S,1015
1361,701,701,1088
1362,702,702,1246
1363,703,703,1313
1364,703-A,703-A,1313
1365,705,705,1216
1366,705 POD 2,705 POD 2,155
1367,716,716,724
1368,716 POD6,716 POD6,575
1369,716-S,716-S,1086
1370,716-S3,716-S3,1118
1371,716-S4,716-S4,1116
1372,717,717,917
1373,718;854,718;854,689
1374,720,720,204
1375,720-S2,720-S2,169
1376,720-S3,720-S3,819
1377,7265,7265,489
1378,731-B,731-B,234
1379,736;737,736;737,805
1380,7374,7374,489
1381,738,738,703
1382,7385,7385,620
1383,740,740,1257
1384,740-S,740-S,296
1385,745,745,126
1386,747,747,321
1387,75,75,1100
1388,754,754,449
1389,756-S-3,756-S-3,815
1390,756-S2,756-S2,1340
1391,7590,7590,551
1392,762,762,1222
1393,763-1180,763-1180,96
1394,764-S,764-S,448
1395,768,768,656
1396,7684,7684,644
1397,77,77,926
1398,772,772,834
1399,772-S,772-S,834
1400,772-S2,772-S2,690
1401,777,777,830
1402,7770,7770,378
1403,779-S,779-S,1042
1404,779-S2,779-S2,1034
1405,785,785,76
1406,786,786,347
1407,7892,7892,580
1408,79,79,1302
1409,793,793,1137
1410,7940,7940,203
1411,798,798,272
1412,804,804,1301
1413,807,807,1333
1414,8074,8074,22
1415,81,81,1329
1416,810;1046,810;1046,1214
1417,8111-2684hef,8111-2684hef,639
1418,812,812,297
1419,812 POD3,812 POD3,723
1420,812-S,812-S,1009
1421,812/206-A,812/206-A,239
1422,813,813,356
1423,813-S,813-S,356
1424,8130,8130,637
1425,8134,8134,366
1426,8134-S,8134-S,365
1427,82,82,208
1428,"82,584;717-S","82,584;717-S",121
1429,820,820,170
1430,8201,8201,477
1431,821 POD 5,821 POD 5,367
1432,821-S,821-S,228
1433,821-S-3,821-S-3,93
1434,821-S2,821-S2,349
1435,827,827,13
1436,83,83,139
1437,830-C,830-C,1054
1438,835 POD2,835 POD2,380
1439,838,838,480
1440,849,849,612
1441,849/9247,849/9247,660
1442,85 POD1,85 POD1,571
1443,86,86,1245
1444,862,862,382
1445,862-S,862-S,795
1446,8644,8644,1008
1447,866,866,862
1448,8676/981-D,8676/981-D,638
1449,87,87,1283
1450,87-S,87-S,800
1451,870 POD 2,870 POD 2,934
1452,8707,8707,369
1453,873,873,364
1454,874,874,425
1455,874-A,874-A,425
1456,877,877,1071
1457,877-S,877-S,1242
1458,88,88,863
1459,880,880,73
1460,882,882,218
1461,8822-2684HF,8822-2684HF,608
1462,886,886,980
1463,886-S,886-S,916
1464,886/52,886/52,222
1465,89,89,91
1466,892;286-4,892;286-4,1290
1467,893,893,951
1468,893;1702,893;1702,951
1469,895,895,856
1470,896,896,609
1471,896 S,896 S,390
1472,896-B,896-B,162
1473,896-S,896-S,390
1474,897,897,1123
1475,8971,8971,386
1476,8971/9995,8971/9995,332
1477,9,9,156
1478,903 903G,903 903G,948
1479,903-E,903-E,1183
1480,903-S2,903-S2,1064
1481,905,905,43
1482,91,91,901
1483,91-S,91-S,813
1484,910-S,910-S,765
1485,9146,9146,386
1486,9148,9148,646
1487,9170,9170,581
1488,9215,9215,435
1489,9257,9257,518
1490,9292,9292,605
1491,938;938-A,938;938-A,941
1492,942-A,942-A,718
1493,9477,9477,431
1494,9516,9516,497
1495,9587,9587,562
1496,959,959,996
1497,959-S,959-S,389
1498,960,960,81
1499,967,967,174
1500,969 A,969 A,560
1501,969 B,969 B,880
1502,969-A,969-A,560
1503,969-A-B,969-A-B,376
1504,971-A,971-A,1104
1505,9739,9739,649
1506,9783,9783,551
1507,980,980,439
1508,980-C,980-C,1046
1509,9800,9800,375
1510,981,981,640
1511,981 C,981 C,592
1512,981-F,981-F,638
1513,981-S2,981-S2,262
1514,981E,981E,497
1515,982,982,1109
1516,982.S2,982.S2,1342
1517,986-A,986-A,1269
1518,988,988,899
1519,990;136;136-B,990;136;136-B,105
1520,991,991,82
1521,991-S,991-S,82
1522,994,994,236
1523,995,995,717
1524,995-S,995-S,704
1525,995-S3,995-S3,1025
1526,9957,9957,522
1527,9957-A,9957-A,522
